ID,Type,Detected Time,Color,Density Value
48191,car,2024-11-23 21:35:33,"0,0,255",10.00
48192,car,2024-11-23 21:35:33,"0,0,255",10.00
48193,car,2024-11-23 21:35:33,"0,0,255",10.00
48194,car,2024-11-23 21:35:33,"0,0,255",10.00
48195,car,2024-11-23 21:35:33,"0,0,255",10.00
48196,car,2024-11-23 21:35:33,"0,0,255",10.00
48197,car,2024-11-23 21:35:33,"0,0,255",10.00
48198,car,2024-11-23 21:35:33,"0,0,255",10.00
48199,car,2024-11-23 21:35:33,"0,0,255",10.00
48200,car,2024-11-23 21:35:33,"0,0,255",10.00
48201,car,2024-11-23 21:35:34,"0,0,255",11.00
48202,car,2024-11-23 21:35:34,"0,0,255",11.00
48203,car,2024-11-23 21:35:34,"0,0,255",11.00
48204,car,2024-11-23 21:35:34,"0,0,255",11.00
48205,car,2024-11-23 21:35:34,"0,0,255",11.00
48206,car,2024-11-23 21:35:34,"0,0,255",11.00
48207,car,2024-11-23 21:35:34,"0,0,255",11.00
48208,car,2024-11-23 21:35:34,"0,0,255",11.00
48209,car,2024-11-23 21:35:34,"0,0,255",11.00
48210,car,2024-11-23 21:35:34,"0,0,255",11.00
48211,car,2024-11-23 21:35:34,"0,0,255",11.00
48212,car,2024-11-23 21:35:35,"0,0,255",11.00
48213,car,2024-11-23 21:35:35,"0,0,255",11.00
48214,car,2024-11-23 21:35:35,"0,0,255",11.00
48215,car,2024-11-23 21:35:35,"0,0,255",11.00
48216,car,2024-11-23 21:35:35,"0,0,255",11.00
48217,car,2024-11-23 21:35:35,"0,0,255",11.00
48218,car,2024-11-23 21:35:35,"0,0,255",11.00
48219,car,2024-11-23 21:35:35,"0,0,255",11.00
48220,car,2024-11-23 21:35:35,"0,0,255",11.00
48221,car,2024-11-23 21:35:35,"0,0,255",11.00
48222,car,2024-11-23 21:35:35,"0,0,255",11.00
48223,car,2024-11-23 21:35:35,"0,0,255",11.00
48224,car,2024-11-23 21:35:35,"0,0,255",11.00
48225,car,2024-11-23 21:35:35,"0,0,255",11.00
48226,car,2024-11-23 21:35:35,"0,0,255",11.00
48227,car,2024-11-23 21:35:35,"0,0,255",11.00
48228,car,2024-11-23 21:35:35,"0,0,255",11.00
48229,car,2024-11-23 21:35:35,"0,0,255",11.00
48230,car,2024-11-23 21:35:35,"0,0,255",11.00
48231,car,2024-11-23 21:35:35,"0,0,255",11.00
48232,car,2024-11-23 21:35:35,"0,0,255",11.00
48233,car,2024-11-23 21:35:35,"0,0,255",11.00
48234,car,2024-11-23 21:35:36,"0,0,255",12.00
48235,car,2024-11-23 21:35:36,"0,0,255",12.00
48236,car,2024-11-23 21:35:36,"0,0,255",12.00
48237,car,2024-11-23 21:35:36,"0,0,255",12.00
48238,car,2024-11-23 21:35:36,"0,0,255",12.00
48239,car,2024-11-23 21:35:36,"0,0,255",12.00
48240,car,2024-11-23 21:35:36,"0,0,255",12.00
48241,car,2024-11-23 21:35:36,"0,0,255",12.00
48242,car,2024-11-23 21:35:36,"0,0,255",12.00
48243,car,2024-11-23 21:35:36,"0,0,255",12.00
48244,car,2024-11-23 21:35:36,"0,0,255",12.00
48245,car,2024-11-23 21:35:36,"0,0,255",12.00
48246,car,2024-11-23 21:35:36,"0,0,255",11.00
48247,car,2024-11-23 21:35:36,"0,0,255",11.00
48248,car,2024-11-23 21:35:36,"0,0,255",11.00
48249,car,2024-11-23 21:35:36,"0,0,255",11.00
48250,car,2024-11-23 21:35:36,"0,0,255",11.00
48251,car,2024-11-23 21:35:36,"0,0,255",11.00
48252,car,2024-11-23 21:35:36,"0,0,255",11.00
48253,car,2024-11-23 21:35:36,"0,0,255",11.00
48254,car,2024-11-23 21:35:36,"0,0,255",11.00
48255,car,2024-11-23 21:35:36,"0,0,255",11.00
48256,car,2024-11-23 21:35:36,"0,0,255",11.00
48257,car,2024-11-23 21:35:37,"0,0,255",11.00
48258,car,2024-11-23 21:35:37,"0,0,255",11.00
48259,car,2024-11-23 21:35:37,"0,0,255",11.00
48260,car,2024-11-23 21:35:37,"0,0,255",11.00
48261,car,2024-11-23 21:35:37,"0,0,255",11.00
48262,car,2024-11-23 21:35:37,"0,0,255",11.00
48263,car,2024-11-23 21:35:37,"0,0,255",11.00
48264,car,2024-11-23 21:35:37,"0,0,255",11.00
48265,car,2024-11-23 21:35:37,"0,0,255",11.00
48266,car,2024-11-23 21:35:37,"0,0,255",11.00
48267,car,2024-11-23 21:35:37,"0,0,255",11.00
48268,car,2024-11-23 21:35:38,"0,0,255",13.00
48269,car,2024-11-23 21:35:38,"0,0,255",13.00
48270,car,2024-11-23 21:35:38,"0,0,255",13.00
48271,car,2024-11-23 21:35:38,"0,0,255",13.00
48272,car,2024-11-23 21:35:38,"0,0,255",13.00
48273,car,2024-11-23 21:35:38,"0,0,255",13.00
48274,car,2024-11-23 21:35:38,"0,0,255",13.00
48275,car,2024-11-23 21:35:38,"0,0,255",13.00
48276,car,2024-11-23 21:35:38,"0,0,255",13.00
48277,car,2024-11-23 21:35:38,"0,0,255",13.00
48278,car,2024-11-23 21:35:38,"0,0,255",13.00
48279,car,2024-11-23 21:35:38,"0,0,255",13.00
48280,car,2024-11-23 21:35:38,"0,0,255",13.00
48281,car,2024-11-23 21:35:38,"0,0,255",13.00
48282,car,2024-11-23 21:35:38,"0,0,255",13.00
48283,car,2024-11-23 21:35:38,"0,0,255",13.00
48284,car,2024-11-23 21:35:38,"0,0,255",13.00
48285,car,2024-11-23 21:35:38,"0,0,255",13.00
48286,car,2024-11-23 21:35:38,"0,0,255",13.00
48287,car,2024-11-23 21:35:38,"0,0,255",13.00
48288,car,2024-11-23 21:35:38,"0,0,255",13.00
48289,car,2024-11-23 21:35:38,"0,0,255",13.00
48290,car,2024-11-23 21:35:38,"0,0,255",13.00
48291,car,2024-11-23 21:35:38,"0,0,255",13.00
48292,car,2024-11-23 21:35:38,"0,0,255",13.00
48293,car,2024-11-23 21:35:38,"0,0,255",13.00
48294,car,2024-11-23 21:35:39,"0,0,255",13.00
48295,car,2024-11-23 21:35:39,"0,0,255",13.00
48296,car,2024-11-23 21:35:39,"0,0,255",13.00
48297,car,2024-11-23 21:35:39,"0,0,255",13.00
48298,car,2024-11-23 21:35:39,"0,0,255",13.00
48299,car,2024-11-23 21:35:39,"0,0,255",13.00
48300,car,2024-11-23 21:35:39,"0,0,255",13.00
48301,car,2024-11-23 21:35:39,"0,0,255",13.00
48302,car,2024-11-23 21:35:39,"0,0,255",13.00
48303,car,2024-11-23 21:35:39,"0,0,255",13.00
48304,car,2024-11-23 21:35:39,"0,0,255",13.00
48305,car,2024-11-23 21:35:39,"0,0,255",13.00
48306,car,2024-11-23 21:35:39,"0,0,255",13.00
48307,car,2024-11-23 21:35:39,"0,0,255",14.00
48308,car,2024-11-23 21:35:39,"0,0,255",14.00
48309,car,2024-11-23 21:35:39,"0,0,255",14.00
48310,car,2024-11-23 21:35:39,"0,0,255",14.00
48311,car,2024-11-23 21:35:40,"0,0,255",14.00
48312,car,2024-11-23 21:35:40,"0,0,255",14.00
48313,car,2024-11-23 21:35:40,"0,0,255",14.00
48314,car,2024-11-23 21:35:40,"0,0,255",14.00
48315,car,2024-11-23 21:35:40,"0,0,255",14.00
48316,car,2024-11-23 21:35:40,"0,0,255",14.00
48317,car,2024-11-23 21:35:40,"0,0,255",14.00
48318,car,2024-11-23 21:35:40,"0,0,255",14.00
48319,car,2024-11-23 21:35:40,"0,0,255",14.00
48320,car,2024-11-23 21:35:40,"0,0,255",14.00
48321,car,2024-11-23 21:35:40,"0,0,255",15.00
48322,car,2024-11-23 21:35:40,"0,0,255",15.00
48323,car,2024-11-23 21:35:40,"0,0,255",15.00
48324,car,2024-11-23 21:35:40,"0,0,255",15.00
48325,car,2024-11-23 21:35:40,"0,0,255",15.00
48326,car,2024-11-23 21:35:40,"0,0,255",15.00
48327,car,2024-11-23 21:35:40,"0,0,255",15.00
48328,car,2024-11-23 21:35:40,"0,0,255",15.00
48329,car,2024-11-23 21:35:40,"0,0,255",15.00
48330,car,2024-11-23 21:35:40,"0,0,255",15.00
48331,car,2024-11-23 21:35:40,"0,0,255",15.00
48332,car,2024-11-23 21:35:40,"0,0,255",15.00
48333,car,2024-11-23 21:35:40,"0,0,255",15.00
48334,car,2024-11-23 21:35:40,"0,0,255",15.00
48335,car,2024-11-23 21:35:40,"0,0,255",15.00
48336,car,2024-11-23 21:35:41,"0,0,255",13.00
48337,car,2024-11-23 21:35:41,"0,0,255",13.00
48338,car,2024-11-23 21:35:41,"0,0,255",13.00
48339,car,2024-11-23 21:35:41,"0,0,255",13.00
48340,car,2024-11-23 21:35:41,"0,0,255",13.00
48341,car,2024-11-23 21:35:41,"0,0,255",13.00
48342,car,2024-11-23 21:35:41,"0,0,255",13.00
48343,car,2024-11-23 21:35:41,"0,0,255",13.00
48344,car,2024-11-23 21:35:41,"0,0,255",13.00
48345,car,2024-11-23 21:35:41,"0,0,255",13.00
48346,car,2024-11-23 21:35:41,"0,0,255",13.00
48347,car,2024-11-23 21:35:41,"0,0,255",13.00
48348,car,2024-11-23 21:35:41,"0,0,255",13.00
48349,car,2024-11-23 21:35:42,"0,0,255",15.00
48350,car,2024-11-23 21:35:42,"0,0,255",15.00
48351,car,2024-11-23 21:35:42,"0,0,255",15.00
48352,car,2024-11-23 21:35:42,"0,0,255",15.00
48353,car,2024-11-23 21:35:42,"0,0,255",15.00
48354,car,2024-11-23 21:35:42,"0,0,255",15.00
48355,car,2024-11-23 21:35:42,"0,0,255",15.00
48356,car,2024-11-23 21:35:42,"0,0,255",15.00
48357,car,2024-11-23 21:35:42,"0,0,255",15.00
48358,car,2024-11-23 21:35:42,"0,0,255",15.00
48359,car,2024-11-23 21:35:42,"0,0,255",15.00
48360,car,2024-11-23 21:35:42,"0,0,255",15.00
48361,car,2024-11-23 21:35:42,"0,0,255",15.00
48362,car,2024-11-23 21:35:42,"0,0,255",15.00
48363,car,2024-11-23 21:35:42,"0,0,255",15.00
48364,car,2024-11-23 21:35:42,"0,0,255",15.00
48365,car,2024-11-23 21:35:42,"0,0,255",15.00
48366,car,2024-11-23 21:35:42,"0,0,255",15.00
48367,car,2024-11-23 21:35:42,"0,0,255",15.00
48368,car,2024-11-23 21:35:42,"0,0,255",15.00
48369,car,2024-11-23 21:35:42,"0,0,255",15.00
48370,car,2024-11-23 21:35:42,"0,0,255",15.00
48371,car,2024-11-23 21:35:42,"0,0,255",15.00
48372,car,2024-11-23 21:35:42,"0,0,255",15.00
48373,car,2024-11-23 21:35:42,"0,0,255",15.00
48374,car,2024-11-23 21:35:42,"0,0,255",15.00
48375,car,2024-11-23 21:35:42,"0,0,255",15.00
48376,car,2024-11-23 21:35:42,"0,0,255",15.00
48377,car,2024-11-23 21:35:42,"0,0,255",15.00
48378,car,2024-11-23 21:35:42,"0,0,255",15.00
48379,car,2024-11-23 21:35:43,"0,0,255",17.00
48380,car,2024-11-23 21:35:43,"0,0,255",17.00
48381,car,2024-11-23 21:35:43,"0,0,255",17.00
48382,car,2024-11-23 21:35:43,"0,0,255",17.00
48383,car,2024-11-23 21:35:43,"0,0,255",17.00
48384,car,2024-11-23 21:35:43,"0,0,255",17.00
48385,car,2024-11-23 21:35:43,"0,0,255",17.00
48386,car,2024-11-23 21:35:43,"0,0,255",17.00
48387,car,2024-11-23 21:35:43,"0,0,255",17.00
48388,car,2024-11-23 21:35:43,"0,0,255",17.00
48389,car,2024-11-23 21:35:43,"0,0,255",17.00
48390,car,2024-11-23 21:35:43,"0,0,255",17.00
48391,car,2024-11-23 21:35:43,"0,0,255",17.00
48392,car,2024-11-23 21:35:43,"0,0,255",17.00
48393,car,2024-11-23 21:35:43,"0,0,255",17.00
48394,car,2024-11-23 21:35:43,"0,0,255",17.00
48395,car,2024-11-23 21:35:43,"0,0,255",17.00
48396,car,2024-11-23 21:35:44,"0,0,255",15.00
48397,car,2024-11-23 21:35:44,"0,0,255",15.00
48398,car,2024-11-23 21:35:44,"0,0,255",15.00
48399,car,2024-11-23 21:35:44,"0,0,255",15.00
48400,car,2024-11-23 21:35:44,"0,0,255",15.00
48401,car,2024-11-23 21:35:44,"0,0,255",15.00
48402,car,2024-11-23 21:35:44,"0,0,255",15.00
48403,car,2024-11-23 21:35:44,"0,0,255",15.00
48404,car,2024-11-23 21:35:44,"0,0,255",15.00
48405,car,2024-11-23 21:35:44,"0,0,255",15.00
48406,car,2024-11-23 21:35:44,"0,0,255",15.00
48407,car,2024-11-23 21:35:44,"0,0,255",15.00
48408,car,2024-11-23 21:35:44,"0,0,255",15.00
48409,car,2024-11-23 21:35:44,"0,0,255",15.00
48410,car,2024-11-23 21:35:44,"0,0,255",15.00
48411,car,2024-11-23 21:35:45,"0,0,255",16.00
48412,car,2024-11-23 21:35:45,"0,0,255",16.00
48413,car,2024-11-23 21:35:45,"0,0,255",16.00
48414,car,2024-11-23 21:35:45,"0,0,255",16.00
48415,car,2024-11-23 21:35:45,"0,0,255",16.00
48416,car,2024-11-23 21:35:45,"0,0,255",16.00
48417,car,2024-11-23 21:35:45,"0,0,255",16.00
48418,car,2024-11-23 21:35:45,"0,0,255",16.00
48419,car,2024-11-23 21:35:45,"0,0,255",16.00
48420,car,2024-11-23 21:35:45,"0,0,255",16.00
48421,car,2024-11-23 21:35:45,"0,0,255",16.00
48422,car,2024-11-23 21:35:45,"0,0,255",16.00
48423,car,2024-11-23 21:35:45,"0,0,255",16.00
48424,car,2024-11-23 21:35:45,"0,0,255",16.00
48425,car,2024-11-23 21:35:45,"0,0,255",16.00
48426,car,2024-11-23 21:35:45,"0,0,255",16.00
48427,car,2024-11-23 21:35:45,"0,0,255",16.00
48428,car,2024-11-23 21:35:45,"0,0,255",16.00
48429,car,2024-11-23 21:35:45,"0,0,255",16.00
48430,car,2024-11-23 21:35:45,"0,0,255",16.00
48431,car,2024-11-23 21:35:45,"0,0,255",16.00
48432,car,2024-11-23 21:35:45,"0,0,255",16.00
48433,car,2024-11-23 21:35:45,"0,0,255",16.00
48434,car,2024-11-23 21:35:45,"0,0,255",16.00
48435,car,2024-11-23 21:35:45,"0,0,255",16.00
48436,car,2024-11-23 21:35:45,"0,0,255",16.00
48437,car,2024-11-23 21:35:45,"0,0,255",16.00
48438,car,2024-11-23 21:35:45,"0,0,255",16.00
48439,car,2024-11-23 21:35:45,"0,0,255",16.00
48440,car,2024-11-23 21:35:45,"0,0,255",16.00
48441,car,2024-11-23 21:35:45,"0,0,255",16.00
48442,car,2024-11-23 21:35:45,"0,0,255",16.00
48443,car,2024-11-23 21:35:46,"0,0,255",17.00
48444,car,2024-11-23 21:35:46,"0,0,255",17.00
48445,car,2024-11-23 21:35:46,"0,0,255",17.00
48446,car,2024-11-23 21:35:46,"0,0,255",17.00
48447,car,2024-11-23 21:35:46,"0,0,255",17.00
48448,car,2024-11-23 21:35:46,"0,0,255",17.00
48449,car,2024-11-23 21:35:46,"0,0,255",17.00
48450,car,2024-11-23 21:35:46,"0,0,255",17.00
48451,car,2024-11-23 21:35:46,"0,0,255",17.00
48452,car,2024-11-23 21:35:46,"0,0,255",17.00
48453,car,2024-11-23 21:35:46,"0,0,255",17.00
48454,car,2024-11-23 21:35:46,"0,0,255",17.00
48455,car,2024-11-23 21:35:46,"0,0,255",17.00
48456,car,2024-11-23 21:35:46,"0,0,255",17.00
48457,car,2024-11-23 21:35:46,"0,0,255",17.00
48458,car,2024-11-23 21:35:46,"0,0,255",17.00
48459,truck,2024-11-23 21:35:46,"0,255,0",17.00
48460,car,2024-11-23 21:35:47,"0,0,255",13.00
48461,car,2024-11-23 21:35:47,"0,0,255",13.00
48462,car,2024-11-23 21:35:47,"0,0,255",13.00
48463,car,2024-11-23 21:35:47,"0,0,255",13.00
48464,car,2024-11-23 21:35:47,"0,0,255",13.00
48465,car,2024-11-23 21:35:47,"0,0,255",13.00
48466,car,2024-11-23 21:35:47,"0,0,255",13.00
48467,car,2024-11-23 21:35:47,"0,0,255",13.00
48468,car,2024-11-23 21:35:47,"0,0,255",13.00
48469,car,2024-11-23 21:35:47,"0,0,255",13.00
48470,car,2024-11-23 21:35:47,"0,0,255",13.00
48471,car,2024-11-23 21:35:47,"0,0,255",13.00
48472,truck,2024-11-23 21:35:47,"0,255,0",13.00
48473,car,2024-11-23 21:35:47,"0,0,255",14.00
48474,car,2024-11-23 21:35:47,"0,0,255",14.00
48475,car,2024-11-23 21:35:47,"0,0,255",14.00
48476,car,2024-11-23 21:35:47,"0,0,255",14.00
48477,car,2024-11-23 21:35:47,"0,0,255",14.00
48478,car,2024-11-23 21:35:47,"0,0,255",14.00
48479,car,2024-11-23 21:35:47,"0,0,255",14.00
48480,car,2024-11-23 21:35:47,"0,0,255",14.00
48481,car,2024-11-23 21:35:47,"0,0,255",14.00
48482,car,2024-11-23 21:35:47,"0,0,255",14.00
48483,car,2024-11-23 21:35:47,"0,0,255",14.00
48484,car,2024-11-23 21:35:47,"0,0,255",14.00
48485,car,2024-11-23 21:35:47,"0,0,255",14.00
48486,truck,2024-11-23 21:35:47,"0,255,0",14.00
48487,car,2024-11-23 21:35:48,"0,0,255",14.00
48488,car,2024-11-23 21:35:48,"0,0,255",14.00
48489,car,2024-11-23 21:35:48,"0,0,255",14.00
48490,car,2024-11-23 21:35:48,"0,0,255",14.00
48491,car,2024-11-23 21:35:48,"0,0,255",14.00
48492,car,2024-11-23 21:35:48,"0,0,255",14.00
48493,car,2024-11-23 21:35:48,"0,0,255",14.00
48494,car,2024-11-23 21:35:48,"0,0,255",14.00
48495,car,2024-11-23 21:35:48,"0,0,255",14.00
48496,car,2024-11-23 21:35:48,"0,0,255",14.00
48497,car,2024-11-23 21:35:48,"0,0,255",14.00
48498,car,2024-11-23 21:35:48,"0,0,255",14.00
48499,car,2024-11-23 21:35:48,"0,0,255",14.00
48500,truck,2024-11-23 21:35:48,"0,255,0",14.00
48501,car,2024-11-23 21:35:48,"0,0,255",14.00
48502,car,2024-11-23 21:35:48,"0,0,255",14.00
48503,car,2024-11-23 21:35:48,"0,0,255",14.00
48504,car,2024-11-23 21:35:48,"0,0,255",14.00
48505,car,2024-11-23 21:35:48,"0,0,255",14.00
48506,car,2024-11-23 21:35:48,"0,0,255",14.00
48507,car,2024-11-23 21:35:48,"0,0,255",14.00
48508,car,2024-11-23 21:35:48,"0,0,255",14.00
48509,car,2024-11-23 21:35:48,"0,0,255",14.00
48510,car,2024-11-23 21:35:48,"0,0,255",14.00
48511,car,2024-11-23 21:35:48,"0,0,255",14.00
48512,car,2024-11-23 21:35:48,"0,0,255",14.00
48513,car,2024-11-23 21:35:48,"0,0,255",14.00
48514,truck,2024-11-23 21:35:48,"0,255,0",14.00
48515,car,2024-11-23 21:35:49,"0,0,255",12.00
48516,car,2024-11-23 21:35:49,"0,0,255",12.00
48517,car,2024-11-23 21:35:49,"0,0,255",12.00
48523,car,2024-11-23 22:31:28,"0,0,255",10.00
48524,car,2024-11-23 22:31:29,"0,0,255",10.00
48525,car,2024-11-23 22:31:29,"0,0,255",10.00
48526,car,2024-11-23 22:31:29,"0,0,255",10.00
48527,car,2024-11-23 22:31:29,"0,0,255",10.00
48528,car,2024-11-23 22:31:29,"0,0,255",10.00
48529,car,2024-11-23 22:31:29,"0,0,255",10.00
48530,car,2024-11-23 22:31:29,"0,0,255",10.00
48531,car,2024-11-23 22:31:29,"0,0,255",10.00
48532,car,2024-11-23 22:31:29,"0,0,255",10.00
48533,car,2024-11-23 22:31:29,"0,0,255",11.00
48534,car,2024-11-23 22:31:29,"0,0,255",11.00
48535,car,2024-11-23 22:31:29,"0,0,255",11.00
48536,car,2024-11-23 22:31:29,"0,0,255",11.00
48537,car,2024-11-23 22:31:29,"0,0,255",11.00
48538,car,2024-11-23 22:31:29,"0,0,255",11.00
48539,car,2024-11-23 22:31:29,"0,0,255",11.00
48540,car,2024-11-23 22:31:29,"0,0,255",11.00
48541,car,2024-11-23 22:31:29,"0,0,255",11.00
48542,car,2024-11-23 22:31:29,"0,0,255",11.00
48543,car,2024-11-23 22:31:29,"0,0,255",11.00
48544,car,2024-11-23 22:31:30,"0,0,255",11.00
48545,car,2024-11-23 22:31:30,"0,0,255",11.00
48546,car,2024-11-23 22:31:30,"0,0,255",11.00
48547,car,2024-11-23 22:31:30,"0,0,255",11.00
48548,car,2024-11-23 22:31:30,"0,0,255",11.00
48549,car,2024-11-23 22:31:30,"0,0,255",11.00
48550,car,2024-11-23 22:31:30,"0,0,255",11.00
48551,car,2024-11-23 22:31:30,"0,0,255",11.00
48552,car,2024-11-23 22:31:30,"0,0,255",11.00
48553,car,2024-11-23 22:31:30,"0,0,255",11.00
48554,car,2024-11-23 22:31:30,"0,0,255",11.00
48555,car,2024-11-23 22:31:30,"0,0,255",11.00
48556,car,2024-11-23 22:31:30,"0,0,255",11.00
48557,car,2024-11-23 22:31:30,"0,0,255",11.00
48558,car,2024-11-23 22:31:30,"0,0,255",11.00
48559,car,2024-11-23 22:31:30,"0,0,255",11.00
48560,car,2024-11-23 22:31:30,"0,0,255",11.00
48561,car,2024-11-23 22:31:30,"0,0,255",11.00
48562,car,2024-11-23 22:31:30,"0,0,255",11.00
48563,car,2024-11-23 22:31:30,"0,0,255",11.00
48564,car,2024-11-23 22:31:30,"0,0,255",11.00
48565,car,2024-11-23 22:31:30,"0,0,255",11.00
48566,car,2024-11-23 22:31:31,"0,0,255",12.00
48567,car,2024-11-23 22:31:31,"0,0,255",12.00
48568,car,2024-11-23 22:31:31,"0,0,255",12.00
48569,car,2024-11-23 22:31:31,"0,0,255",12.00
48570,car,2024-11-23 22:31:31,"0,0,255",12.00
48571,car,2024-11-23 22:31:31,"0,0,255",12.00
48572,car,2024-11-23 22:31:31,"0,0,255",12.00
48573,car,2024-11-23 22:31:31,"0,0,255",12.00
48574,car,2024-11-23 22:31:31,"0,0,255",12.00
48575,car,2024-11-23 22:31:31,"0,0,255",12.00
48576,car,2024-11-23 22:31:31,"0,0,255",12.00
48577,car,2024-11-23 22:31:31,"0,0,255",12.00
48578,car,2024-11-23 22:31:31,"0,0,255",11.00
48579,car,2024-11-23 22:31:31,"0,0,255",11.00
48580,car,2024-11-23 22:31:31,"0,0,255",11.00
48581,car,2024-11-23 22:31:31,"0,0,255",11.00
48582,car,2024-11-23 22:31:31,"0,0,255",11.00
48583,car,2024-11-23 22:31:31,"0,0,255",11.00
48584,car,2024-11-23 22:31:31,"0,0,255",11.00
48585,car,2024-11-23 22:31:31,"0,0,255",11.00
48586,car,2024-11-23 22:31:31,"0,0,255",11.00
48587,car,2024-11-23 22:31:31,"0,0,255",11.00
48588,car,2024-11-23 22:31:31,"0,0,255",11.00
48589,car,2024-11-23 22:31:32,"0,0,255",11.00
48590,car,2024-11-23 22:31:32,"0,0,255",11.00
48591,car,2024-11-23 22:31:32,"0,0,255",11.00
48592,car,2024-11-23 22:31:32,"0,0,255",11.00
48593,car,2024-11-23 22:31:32,"0,0,255",11.00
48594,car,2024-11-23 22:31:32,"0,0,255",11.00
48595,car,2024-11-23 22:31:32,"0,0,255",11.00
48596,car,2024-11-23 22:31:32,"0,0,255",11.00
48597,car,2024-11-23 22:31:32,"0,0,255",11.00
48598,car,2024-11-23 22:31:32,"0,0,255",11.00
48599,car,2024-11-23 22:31:32,"0,0,255",11.00
48600,car,2024-11-23 22:31:32,"0,0,255",13.00
48601,car,2024-11-23 22:31:32,"0,0,255",13.00
48602,car,2024-11-23 22:31:32,"0,0,255",13.00
48603,car,2024-11-23 22:31:32,"0,0,255",13.00
48604,car,2024-11-23 22:31:32,"0,0,255",13.00
48605,car,2024-11-23 22:31:32,"0,0,255",13.00
48606,car,2024-11-23 22:31:32,"0,0,255",13.00
48607,car,2024-11-23 22:31:32,"0,0,255",13.00
48608,car,2024-11-23 22:31:32,"0,0,255",13.00
48609,car,2024-11-23 22:31:32,"0,0,255",13.00
48610,car,2024-11-23 22:31:32,"0,0,255",13.00
48611,car,2024-11-23 22:31:32,"0,0,255",13.00
48612,car,2024-11-23 22:31:32,"0,0,255",13.00
48613,car,2024-11-23 22:31:33,"0,0,255",13.00
48614,car,2024-11-23 22:31:33,"0,0,255",13.00
48615,car,2024-11-23 22:31:33,"0,0,255",13.00
48616,car,2024-11-23 22:31:33,"0,0,255",13.00
48617,car,2024-11-23 22:31:33,"0,0,255",13.00
48618,car,2024-11-23 22:31:33,"0,0,255",13.00
48619,car,2024-11-23 22:31:33,"0,0,255",13.00
48620,car,2024-11-23 22:31:33,"0,0,255",13.00
48621,car,2024-11-23 22:31:33,"0,0,255",13.00
48622,car,2024-11-23 22:31:33,"0,0,255",13.00
48623,car,2024-11-23 22:31:33,"0,0,255",13.00
48624,car,2024-11-23 22:31:33,"0,0,255",13.00
48625,car,2024-11-23 22:31:33,"0,0,255",13.00
48626,car,2024-11-23 22:31:33,"0,0,255",13.00
48627,car,2024-11-23 22:31:33,"0,0,255",13.00
48628,car,2024-11-23 22:31:33,"0,0,255",13.00
48629,car,2024-11-23 22:31:33,"0,0,255",13.00
48630,car,2024-11-23 22:31:33,"0,0,255",13.00
48631,car,2024-11-23 22:31:33,"0,0,255",13.00
48632,car,2024-11-23 22:31:33,"0,0,255",13.00
48633,car,2024-11-23 22:31:33,"0,0,255",13.00
48634,car,2024-11-23 22:31:33,"0,0,255",13.00
48635,car,2024-11-23 22:31:33,"0,0,255",13.00
48636,car,2024-11-23 22:31:33,"0,0,255",13.00
48637,car,2024-11-23 22:31:33,"0,0,255",13.00
48638,car,2024-11-23 22:31:33,"0,0,255",13.00
48639,car,2024-11-23 22:31:34,"0,0,255",14.00
48640,car,2024-11-23 22:31:34,"0,0,255",14.00
48641,car,2024-11-23 22:31:34,"0,0,255",14.00
48642,car,2024-11-23 22:31:34,"0,0,255",14.00
48643,car,2024-11-23 22:31:34,"0,0,255",14.00
48644,car,2024-11-23 22:31:34,"0,0,255",14.00
48645,car,2024-11-23 22:31:34,"0,0,255",14.00
48646,car,2024-11-23 22:31:34,"0,0,255",14.00
48647,car,2024-11-23 22:31:34,"0,0,255",14.00
48648,car,2024-11-23 22:31:34,"0,0,255",14.00
48649,car,2024-11-23 22:31:34,"0,0,255",14.00
48650,car,2024-11-23 22:31:34,"0,0,255",14.00
48651,car,2024-11-23 22:31:34,"0,0,255",14.00
48652,car,2024-11-23 22:31:34,"0,0,255",14.00
48653,car,2024-11-23 22:31:34,"0,0,255",15.00
48654,car,2024-11-23 22:31:34,"0,0,255",15.00
48655,car,2024-11-23 22:31:34,"0,0,255",15.00
48656,car,2024-11-23 22:31:34,"0,0,255",15.00
48657,car,2024-11-23 22:31:34,"0,0,255",15.00
48658,car,2024-11-23 22:31:34,"0,0,255",15.00
48659,car,2024-11-23 22:31:34,"0,0,255",15.00
48660,car,2024-11-23 22:31:34,"0,0,255",15.00
48661,car,2024-11-23 22:31:34,"0,0,255",15.00
48662,car,2024-11-23 22:31:34,"0,0,255",15.00
48663,car,2024-11-23 22:31:34,"0,0,255",15.00
48664,car,2024-11-23 22:31:34,"0,0,255",15.00
48665,car,2024-11-23 22:31:34,"0,0,255",15.00
48666,car,2024-11-23 22:31:34,"0,0,255",15.00
48667,car,2024-11-23 22:31:34,"0,0,255",15.00
48668,car,2024-11-23 22:31:35,"0,0,255",13.00
48669,car,2024-11-23 22:31:35,"0,0,255",13.00
48670,car,2024-11-23 22:31:35,"0,0,255",13.00
48671,car,2024-11-23 22:31:35,"0,0,255",13.00
48672,car,2024-11-23 22:31:35,"0,0,255",13.00
48673,car,2024-11-23 22:31:35,"0,0,255",13.00
48674,car,2024-11-23 22:31:35,"0,0,255",13.00
48675,car,2024-11-23 22:31:35,"0,0,255",13.00
48676,car,2024-11-23 22:31:35,"0,0,255",13.00
